"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/01/2001","56","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/02/2001","57","PM2.5","South DeKalb","13-089-0002","AQS"
"02/03/2001","59","PM2.5","Not Available","13-121-1001","AQS"
"02/04/2001","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/05/2001","63","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/06/2001","85","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"02/07/2001","88","PM2.5","Doraville","13-089-2001","AQS"
"02/08/2001","89","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/09/2001","67","PM2.5","South DeKalb","13-089-0002","AQS"
"02/10/2001","36","PM2.5","Doraville","13-089-2001","AQS"
"02/11/2001","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/12/2001","62","PM2.5","Doraville","13-089-2001","AQS"
"02/13/2001","80","PM2.5","Doraville","13-089-2001","AQS"
"02/14/2001","58","PM2.5","Doraville","13-089-2001","AQS"
"02/15/2001","56","PM2.5","Fire Station #8","13-121-0039","AQS"
"02/16/2001","38","PM2.5","Doraville","13-089-2001","AQS"
"02/17/2001","51","PM2.5","South DeKalb","13-089-0002","AQS"
"02/18/2001","54","PM2.5","Kennesaw","13-067-0003","AQS"
"02/19/2001","62","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/20/2001","89","PM2.5","Doraville","13-089-2001","AQS"
"02/21/2001","131","PM2.5","Not Available","13-121-1001","AQS"
"02/22/2001","94","PM2.5","South DeKalb","13-089-0002","AQS"
"02/23/2001","57","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"02/24/2001","80","PM2.5","Doraville","13-089-2001","AQS"
"02/25/2001","52","PM2.5","Doraville","13-089-2001","AQS"
"02/26/2001","64","PM2.5","South DeKalb","13-089-0002","AQS"
"02/27/2001","67","PM2.5","Kennesaw","13-067-0003","AQS"
"02/28/2001","65","PM2.5","Doraville","13-089-2001","AQS"
"03/01/2001","142","PM2.5","Doraville","13-089-2001","AQS"
"03/02/2001","72","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/03/2001","78","PM2.5","Doraville","13-089-2001","AQS"
"03/04/2001","35","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"03/05/2001","86","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/06/2001","47","PM2.5","Doraville","13-089-2001","AQS"
"03/07/2001","118","PM2.5","South DeKalb","13-089-0002","AQS"
"03/08/2001","79","PM2.5","South DeKalb","13-089-0002","AQS"
"03/09/2001","64","PM2.5","Doraville","13-089-2001","AQS"
"03/10/2001","65","PM2.5","South DeKalb","13-089-0002","AQS"
"03/11/2001","79","PM2.5","Kennesaw","13-067-0003","AQS"
"03/12/2001","61","PM2.5","E. Rivers School","13-121-0032","AQS"
"03/13/2001","50","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"03/14/2001","60","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/15/2001","79","PM2.5","E. Rivers School","13-121-0032","AQS"
"03/16/2001","51","PM2.5","Doraville","13-089-2001","AQS"
"03/17/2001","58","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/18/2001","73","PM2.5","South DeKalb","13-089-0002","AQS"
"03/19/2001","58","PM2.5","South DeKalb","13-089-0002","AQS"
"03/20/2001","151","PM2.5","Kennesaw","13-067-0003","AQS"
"03/21/2001","51","PM2.5","Doraville","13-089-2001","AQS"
"03/22/2001","58","PM2.5","South DeKalb","13-089-0002","AQS"
"03/23/2001","73","PM2.5","Kennesaw","13-067-0003","AQS"
"03/24/2001","93","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"03/25/2001","66","PM2.5","Doraville","13-089-2001","AQS"
"03/26/2001","73","PM2.5","Not Available","13-121-1001","AQS"
"03/27/2001","62","PM2.5","South DeKalb","13-089-0002","AQS"
"03/28/2001","73","PM2.5","South DeKalb","13-089-0002","AQS"
"03/29/2001","61","PM2.5","Fire Station #8","13-121-0039","AQS"
"03/30/2001","72","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"03/31/2001","58","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/01/2001","55","PM2.5","Forest Park","13-063-0091","AQS"
"04/02/2001","64","Ozone","Georgia Station","13-231-9991","AQS"
"04/03/2001","60","PM2.5","Doraville","13-089-2001","AQS"
"04/04/2001","80","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"04/05/2001","99","PM2.5","Doraville","13-089-2001","AQS"
"04/06/2001","77","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/07/2001","73","PM2.5","Forest Park","13-063-0091","AQS"
"04/08/2001","64","PM2.5","Doraville","13-089-2001","AQS"
"04/09/2001","72","PM2.5","Doraville","13-089-2001","AQS"
"04/10/2001","93","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"04/11/2001","75","PM2.5","Doraville","13-089-2001","AQS"
"04/12/2001","63","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/13/2001","61","PM2.5","Fire Station #8","13-121-0039","AQS"
"04/14/2001","77","Ozone","Gwinnett","13-135-0002","AQS"
"04/15/2001","60","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/16/2001","60","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"04/17/2001","51","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/18/2001","61","PM2.5","Doraville","13-089-2001","AQS"
"04/19/2001","96","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/20/2001","93","Ozone","Dawsonville","13-085-0001","AQS"
"04/21/2001","105","Ozone","Dawsonville","13-085-0001","AQS"
"04/22/2001","84","Ozone","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"04/23/2001","74","Ozone","Dawsonville","13-085-0001","AQS"
"04/24/2001","64","PM2.5","Doraville","13-089-2001","AQS"
"04/25/2001","67","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"04/26/2001","84","Ozone","Douglasville","13-097-0004","AQS"
"04/27/2001","133","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"04/28/2001","164","Ozone","Georgia Station","13-231-9991","AQS"
"04/29/2001","129","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"04/30/2001","112","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/01/2001","112","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/02/2001","101","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/03/2001","108","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/04/2001","150","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/05/2001","166","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"05/06/2001","133","Ozone","Kennesaw","13-067-0003","AQS"
"05/07/2001","67","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"05/08/2001","59","PM2.5","Doraville","13-089-2001","AQS"
"05/09/2001","70","PM2.5","Doraville","13-089-2001","AQS"
"05/10/2001","84","Ozone","Dawsonville","13-085-0001","AQS"
"05/11/2001","84","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"05/12/2001","63","PM2.5","E. Rivers School","13-121-0032","AQS"
"05/13/2001","97","Ozone","McDonough","13-151-0002","AQS"
"05/14/2001","136","Ozone","Georgia Station","13-231-9991","AQS"
"05/15/2001","133","Ozone","Georgia Station","13-231-9991","AQS"
"05/16/2001","140","Ozone","Conyers","13-247-0001","AQS"
"05/17/2001","150","Ozone","Conyers","13-247-0001","AQS"
"05/18/2001","122","Ozone","Dawsonville","13-085-0001","AQS"
"05/19/2001","69","PM2.5","South DeKalb","13-089-0002","AQS"
"05/20/2001","64","PM2.5","E. Rivers School","13-121-0032","AQS"
"05/21/2001","68","PM2.5","Doraville","13-089-2001","AQS"
"05/22/2001","56","PM2.5","South DeKalb","13-089-0002","AQS"
"05/23/2001","77","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/24/2001","87","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"05/25/2001","57","PM2.5","Fire Station #8","13-121-0039","AQS"
"05/26/2001","71","Ozone","Dawsonville","13-085-0001","AQS"
"05/27/2001","90","Ozone","Newnan","13-077-0002","AQS"
"05/28/2001","69","PM2.5","South DeKalb","13-089-0002","AQS"
"05/29/2001","80","Ozone","Kennesaw","13-067-0003","AQS"
"05/30/2001","140","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"05/31/2001","115","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"06/01/2001","59","PM2.5","Doraville","13-089-2001","AQS"
"06/02/2001","51","Ozone","Dawsonville","13-085-0001","AQS"
"06/03/2001","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/04/2001","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/05/2001","58","PM2.5","Fire Station #8","13-121-0039","AQS"
"06/06/2001","70","PM2.5","Fire Station #8","13-121-0039","AQS"
"06/07/2001","69","PM2.5","South DeKalb","13-089-0002","AQS"
"06/08/2001","61","PM2.5","Doraville","13-089-2001","AQS"
"06/09/2001","87","PM2.5","Fire Station #8","13-121-0039","AQS"
"06/10/2001","143","Ozone","Conyers","13-247-0001","AQS"
"06/11/2001","58","PM2.5","Doraville","13-089-2001","AQS"
"06/12/2001","62","PM2.5","South DeKalb","13-089-0002","AQS"
"06/13/2001","156","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"06/14/2001","59","PM2.5","South DeKalb","13-089-0002","AQS"
"06/15/2001","61","PM2.5","South DeKalb","13-089-0002","AQS"
"06/16/2001","123","PM2.5","South DeKalb","13-089-0002","AQS"
"06/17/2001","150","Ozone","Newnan","13-077-0002","AQS"
"06/18/2001","179","Ozone","Douglasville","13-097-0004","AQS"
"06/19/2001","151","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"06/20/2001","174","Ozone","Kennesaw","13-067-0003","AQS"
"06/21/2001","156","Ozone","Dawsonville","13-085-0001","AQS"
"06/22/2001","68","PM2.5","Doraville","13-089-2001","AQS"
"06/23/2001","81","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/24/2001","105","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"06/25/2001","159","PM2.5","South DeKalb","13-089-0002","AQS"
"06/26/2001","87","Ozone","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"06/27/2001","143","Ozone","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"06/28/2001","87","Ozone","Kennesaw","13-067-0003","AQS"
"06/29/2001","61","PM2.5","South DeKalb","13-089-0002","AQS"
"06/30/2001","63","PM10","SITE CLOSE TO RR TRACK AT INTERSECTON OF HWY 78 AN","13-097-0003","AQS"
"07/01/2001","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"07/02/2001","93","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/03/2001","77","PM2.5","Forest Park","13-063-0091","AQS"
"07/04/2001","53","PM2.5","Doraville","13-089-2001","AQS"
"07/05/2001","77","Ozone","Gwinnett","13-135-0002","AQS"
"07/06/2001","108","Ozone","McDonough","13-151-0002","AQS"
"07/07/2001","112","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/08/2001","133","Ozone","United Avenue","13-121-0055","AQS"
"07/09/2001","112","Ozone","Conyers","13-247-0001","AQS"
"07/10/2001","155","PM2.5","Doraville","13-089-2001","AQS"
"07/11/2001","151","Ozone","McDonough","13-151-0002","AQS"
"07/12/2001","209","Ozone","McDonough","13-151-0002","AQS"
"07/13/2001","147","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/14/2001","133","Ozone","Douglasville","13-097-0004","AQS"
"07/15/2001","126","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/16/2001","129","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"07/17/2001","166","PM2.5","E. Rivers School","13-121-0032","AQS"
"07/18/2001","172","Ozone","Gwinnett","13-135-0002","AQS"
"07/19/2001","169","Ozone","Conyers","13-247-0001","AQS"
"07/20/2001","88","PM2.5","Doraville","13-089-2001","AQS"
"07/21/2001","97","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"07/22/2001","143","Ozone","Douglasville","13-097-0004","AQS"
"07/23/2001","151","Ozone","Newnan","13-077-0002","AQS"
"07/24/2001","68","PM10","Fire Station #8","13-121-0039","AQS"
"07/25/2001","54","PM2.5","Doraville","13-089-2001","AQS"
"07/26/2001","56","PM2.5","Doraville","13-089-2001","AQS"
"07/27/2001","63","PM2.5","Fire Station #8","13-121-0039","AQS"
"07/28/2001","58","PM2.5","Doraville","13-089-2001","AQS"
"07/29/2001","55","PM2.5","South DeKalb","13-089-0002","AQS"
"07/30/2001","84","Ozone","United Avenue","13-121-0055","AQS"
"07/31/2001","101","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/01/2001","87","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/02/2001","126","Ozone","Douglasville","13-097-0004","AQS"
"08/03/2001","136","Ozone","Kennesaw","13-067-0003","AQS"
"08/04/2001","100","Ozone","Gwinnett","13-135-0002","AQS"
"08/05/2001","76","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"08/06/2001","57","PM2.5","E. Rivers School","13-121-0032","AQS"
"08/07/2001","104","PM2.5","Forest Park","13-063-0091","AQS"
"08/08/2001","82","PM2.5","Fire Station #8","13-121-0039","AQS"
"08/09/2001","92","PM2.5","Doraville","13-089-2001","AQS"
"08/10/2001","70","PM2.5","Doraville","13-089-2001","AQS"
"08/11/2001","73","PM2.5","Gwinnett","13-135-0002","AQS"
"08/12/2001","57","PM2.5","Doraville","13-089-2001","AQS"
"08/13/2001","65","PM2.5","South DeKalb","13-089-0002","AQS"
"08/14/2001","140","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"08/15/2001","122","Ozone","Kennesaw","13-067-0003","AQS"
"08/16/2001","80","PM2.5","E. Rivers School","13-121-0032","AQS"
"08/17/2001","133","Ozone","Gwinnett","13-135-0002","AQS"
"08/18/2001","129","Ozone","Gwinnett","13-135-0002","AQS"
"08/19/2001","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"08/20/2001","93","Ozone","United Avenue","13-121-0055","AQS"
"08/21/2001","147","Ozone","Georgia Station","13-231-9991","AQS"
"08/22/2001","190","Ozone","Newnan","13-077-0002","AQS"
"08/23/2001","203","Ozone","Gwinnett","13-135-0002","AQS"
"08/24/2001","177","Ozone","McDonough","13-151-0002","AQS"
"08/25/2001","161","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/26/2001","122","Ozone","Kennesaw","13-067-0003","AQS"
"08/27/2001","93","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"08/28/2001","83","PM2.5","Doraville","13-089-2001","AQS"
"08/29/2001","86","PM2.5","Fire Station #8","13-121-0039","AQS"
"08/30/2001","61","PM2.5","South DeKalb","13-089-0002","AQS"
"08/31/2001","65","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"09/01/2001","53","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"09/02/2001","55","PM2.5","Doraville","13-089-2001","AQS"
"09/03/2001","41","PM2.5","Doraville","13-089-2001","AQS"
"09/04/2001","63","PM10","UNIVERSITY OF GA, EXPERIMENT STATION TISSUE LAB, GRIFFIN GA","13-255-0002","AQS"
"09/05/2001","84","Ozone","Kennesaw","13-067-0003","AQS"
"09/06/2001","93","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"09/07/2001","93","Ozone","Kennesaw","13-067-0003","AQS"
"09/08/2001","62","PM2.5","E. Rivers School","13-121-0032","AQS"
"09/09/2001","71","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"09/10/2001","65","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"09/11/2001","66","PM2.5","Doraville","13-089-2001","AQS"
"09/12/2001","80","Ozone","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"09/13/2001","140","Ozone","Douglasville","13-097-0004","AQS"
"09/14/2001","108","Ozone","Gwinnett","13-135-0002","AQS"
"09/15/2001","55","PM2.5","Doraville","13-089-2001","AQS"
"09/16/2001","71","Ozone","Georgia Station","13-231-9991","AQS"
"09/17/2001","101","Ozone","Tucker-Idlewood Road","13-089-3001","AQS"
"09/18/2001","112","Ozone","Conyers","13-247-0001","AQS"
"09/19/2001","100","PM2.5","Fire Station #8","13-121-0039","AQS"
"09/20/2001","79","PM2.5","Doraville","13-089-2001","AQS"
"09/21/2001","97","Ozone","Georgia Station","13-231-9991","AQS"
"09/22/2001","143","Ozone","McDonough","13-151-0002","AQS"
"09/23/2001","97","Ozone","Douglasville","13-097-0004","AQS"
"09/24/2001","59","PM2.5","South DeKalb","13-089-0002","AQS"
"09/25/2001","43","PM2.5","Forest Park","13-063-0091","AQS"
"09/26/2001","49","PM2.5","South DeKalb","13-089-0002","AQS"
"09/27/2001","57","PM2.5","Doraville","13-089-2001","AQS"
"09/28/2001","71","Ozone","Conyers","13-247-0001","AQS"
"09/29/2001","59","PM10","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"09/30/2001","56","PM2.5","South DeKalb","13-089-0002","AQS"
"10/01/2001","66","PM2.5","Forest Park","13-063-0091","AQS"
"10/02/2001","90","Ozone","Georgia Station","13-231-9991","AQS"
"10/03/2001","108","Ozone","Georgia Station","13-231-9991","AQS"
"10/04/2001","115","Ozone","Dawsonville","13-085-0001","AQS"
"10/05/2001","73","PM2.5","Doraville","13-089-2001","AQS"
"10/06/2001","38","PM2.5","South DeKalb","13-089-0002","AQS"
"10/07/2001","151","PM2.5","South DeKalb","13-089-0002","AQS"
"10/08/2001","52","PM2.5","Doraville","13-089-2001","AQS"
"10/09/2001","175","PM2.5","Doraville","13-089-2001","AQS"
"10/10/2001","64","PM10","UNIVERSITY OF GA, EXPERIMENT STATION TISSUE LAB, GRIFFIN GA","13-255-0002","AQS"
"10/11/2001","49","PM2.5","Doraville","13-089-2001","AQS"
"10/12/2001","31","PM2.5","Doraville","13-089-2001","AQS"
"10/13/2001","43","PM2.5","Not Available","13-121-1001","AQS"
"10/14/2001","51","Ozone","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"10/15/2001","53","PM2.5","Doraville","13-089-2001","AQS"
"10/16/2001","54","PM2.5","Forest Park","13-063-0091","AQS"
"10/17/2001","39","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/18/2001","56","PM2.5","Doraville","13-089-2001","AQS"
"10/19/2001","81","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"10/20/2001","74","PM2.5","South DeKalb","13-089-0002","AQS"
"10/21/2001","79","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/22/2001","80","PM2.5","Kennesaw","13-067-0003","AQS"
"10/23/2001","83","PM2.5","Doraville","13-089-2001","AQS"
"10/24/2001","68","PM2.5","South DeKalb","13-089-0002","AQS"
"10/25/2001","39","NO2","South DeKalb","13-089-0002","AQS"
"10/26/2001","37","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/27/2001","39","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/28/2001","58","PM2.5","Kennesaw","13-067-0003","AQS"
"10/29/2001","72","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/30/2001","88","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"10/31/2001","76","PM2.5","Forest Park","13-063-0091","AQS"
"11/01/2001","70","PM2.5","Doraville","13-089-2001","AQS"
"11/02/2001","71","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/03/2001","69","PM2.5","South DeKalb","13-089-0002","AQS"
"11/04/2001","56","PM2.5","South DeKalb","13-089-0002","AQS"
"11/05/2001","61","PM2.5","South DeKalb","13-089-0002","AQS"
"11/06/2001","77","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/07/2001","101","Ozone","Georgia Station","13-231-9991","AQS"
"11/08/2001","112","Ozone","Georgia Station","13-231-9991","AQS"
"11/09/2001","98","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/10/2001","79","PM2.5","South DeKalb","13-089-0002","AQS"
"11/11/2001","67","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/12/2001","72","PM2.5","Kennesaw","13-067-0003","AQS"
"11/13/2001","58","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/14/2001","65","PM2.5","South DeKalb","13-089-0002","AQS"
"11/15/2001","99","PM2.5","Kennesaw","13-067-0003","AQS"
"11/16/2001","151","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/17/2001","125","PM2.5","Doraville","13-089-2001","AQS"
"11/18/2001","110","PM2.5","Fire Station #8","13-121-0039","AQS"
"11/19/2001","96","PM2.5","Doraville","13-089-2001","AQS"
"11/20/2001","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/21/2001","56","PM2.5","Not Available","13-121-1001","AQS"
"11/22/2001","73","PM2.5","South DeKalb","13-089-0002","AQS"
"11/23/2001","69","PM2.5","Doraville","13-089-2001","AQS"
"11/24/2001","61","PM2.5","Doraville","13-089-2001","AQS"
"11/25/2001","54","PM2.5","South DeKalb","13-089-0002","AQS"
"11/26/2001","67","PM2.5","South DeKalb","13-089-0002","AQS"
"11/27/2001","99","PM10","Not Available","13-121-0001","AQS"
"11/28/2001","58","PM2.5","South DeKalb","13-089-0002","AQS"
"11/29/2001","48","PM2.5","Doraville","13-089-2001","AQS"
"11/30/2001","55","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/01/2001","60","PM2.5","South DeKalb","13-089-0002","AQS"
"12/02/2001","70","PM2.5","South DeKalb","13-089-0002","AQS"
"12/03/2001","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/04/2001","74","PM2.5","Doraville","13-089-2001","AQS"
"12/05/2001","72","PM2.5","South DeKalb","13-089-0002","AQS"
"12/06/2001","77","PM2.5","Fire Station #8","13-121-0039","AQS"
"12/07/2001","69","PM2.5","South DeKalb","13-089-0002","AQS"
"12/08/2001","68","PM2.5","E. Rivers School","13-121-0032","AQS"
